"counter__count","results__|","results__|__goal_probs_0","results__|__goal_probs_1","results__|__goal_probs_2","results__|__goal_probs_3","results__|__goal_probs_4","results__|__reward_score","results__|__time_spent","results__|__timestep","results__|__true_goal_probs","results__a"
"","","0.2903225806451613","0.16129032258064516","0.16129032258064516","0.22580645161290322","0.16129032258064516","1.5076278169159147","0","6","0.2903225806451613",""
"","","0.3125","0.15625","0.15625","0.21875","0.15625","1.8201278169159147","0","7","0.3125",""
"","1607118747929_problem_0_4","0.36","0.04","0.04","0.2","0.36","0.36","0","1","0.36",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","0.6327272727272727","0","2","0.2727272727272727",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","0.9054545454545454","0","3","0.2727272727272727",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","1.1781818181818182","0","4","0.2727272727272727",""
"","","0.29411764705882354","0.2647058823529412","0.029411764705882353","0.14705882352941177","0.2647058823529412","1.4722994652406418","0","5","0.29411764705882354",""
"","","1","0","0","0","0","2.472299465240642","0","6","1",""
"","","1","0","0","0","0","3.472299465240642","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","4.794","1","0.2",""
"","","0.32","0.32","0.12","0.12","0.12","0.52","14.455","2","0.32",""
"","","0.32","0.32","0.12","0.12","0.12","0.8400000000000001","12.144","3","0.32",""
"","","0.42105263157894735","0.42105263157894735","0.05263157894736842","0.05263157894736842","0.05263157894736842","1.2610526315789474","12.088","4","0.42105263157894735",""
"","","0.42105263157894735","0.42105263157894735","0.05263157894736842","0.05263157894736842","0.05263157894736842","1.6821052631578948","6.472","5","0.42105263157894735",""
"","","0.43478260869565216","0.43478260869565216","0.043478260869565216","0.043478260869565216","0.043478260869565216","2.116887871853547","9.824","6","0.43478260869565216",""
"","","0.5","0.5","0","0","0","2.616887871853547","16.6","7","0.5",""
"","","0.5","0.5","0","0","0","3.116887871853547","5.408","8","0.5",""
"","1607118747929_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","16.048","1","0.2",""
"","","0.15384615384615385","0.38461538461538464","0.15384615384615385","0.15384615384615385","0.15384615384615385","0.5846153846153846","15.592","2","0.38461538461538464",""
"","","0.11764705882352941","0.5294117647058824","0.11764705882352941","0.11764705882352941","0.11764705882352941","1.114027149321267","11.064","3","0.5294117647058824",""
"","","0","0.5263157894736842","0.47368421052631576","0","0","1.640342938794951","23.129","4","0.5263157894736842",""
"","","0","0.5263157894736842","0.47368421052631576","0","0","2.166658728268635","10.248","5","0.5263157894736842",""
"","","1","0","0","0","0","2.166658728268635","10.144","6","0",""
"","","1","0","0","0","0","2.166658728268635","24.391","7","0",""
"","","0","1","0","0","0","3.166658728268635","16.868","8","1",""
"","","0","1","0","0","0","4.166658728268635","5.261","9","1",""
"","","0","1","0","0","0","5.166658728268635","4.911","10","1",""
"","1607118747929_problem_3_1","0.2","0.2","0.2","0.2","0.2","0.2","4.096","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","17.08","2","0.2",""
"","","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.6666666666666666","0.08333333333333333","0.48333333333333334","9.281","3","0.08333333333333333",""
"","","0.041666666666666664","0.20833333333333334","0.375","0.3333333333333333","0.041666666666666664","0.6916666666666667","12.951","4","0.20833333333333334",""
"","","0.041666666666666664","0.20833333333333334","0.375","0.3333333333333333","0.041666666666666664","0.9","6.992","5","0.20833333333333334",""
"","","0","1","0","0","0","1.9","11.768","6","1",""
"","1607118747929_tutorial","0.36","0.04","0.04","0.2","0.36","0.36","0","1","0.36",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","0.6327272727272727","0","2","0.2727272727272727",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","0.9054545454545454","0","3","0.2727272727272727",""
"","","0.2727272727272727","0.2727272727272727","0.030303030303030304","0.15151515151515152","0.2727272727272727","1.1781818181818182","0","4","0.2727272727272727",""
"","","0.29411764705882354","0.2647058823529412","0.029411764705882353","0.14705882352941177","0.2647058823529412","1.4722994652406418","0","5","0.29411764705882354",""
"","","1","0","0","0","0","2.472299465240642","0","6","1",""
"","","1","0","0","0","0","3.472299465240642","0","7","1",""
"","1607118786567_problem_0_3","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2692307692307692","0.2692307692307692","0.07692307692307693","0.19230769230769232","0.19230769230769232","0.6692307692307693","0","3","0.2692307692307692",""
"","","0.25","0.25","0","0.25","0.25","0.9192307692307693","0","4","0.25",""
"","","0.5","0.5","0","0","0","1.4192307692307693","0","5","0.5",""
"","","0.5","0.5","0","0","0","1.9192307692307693","0","6","0.5",""
"","","1","0","0","0","0","2.9192307692307695","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","35.334","1","0.2",""
"","","0","1","0","0","0","0.2","20.253","2","0",""
"","","0","1","0","0","0","0.2","13.287","3","0",""
"","","0","0.3333333333333333","0.3333333333333333","0","0.3333333333333333","0.5333333333333333","31.489","4","0.3333333333333333",""
"","","0","0","0.5","0","0.5","1.0333333333333332","47.451","5","0.5",""
"","1607118786567_problem_2_2","0.2","0.2","0.2","0.2","0.2","0.2","10.312","1","0.2",""
"","","0.23809523809523808","0.23809523809523808","0.047619047619047616","0.23809523809523808","0.23809523809523808","0.4380952380952381","16.852","2","0.23809523809523808",""
"","","0.25","0.25","0","0.25","0.25","0.6880952380952381","14.347","3","0.25",""
"","","0.5","0","0","0","0.5","1.188095238095238","31.589","4","0.5",""
"","","0.25","0.25","0","0.25","0.25","1.438095238095238","21.679","5","0.25",""
"","","0.25","0.25","0","0.25","0.25","1.688095238095238","12.333","6","0.25",""
"","","0.2","0.2","0.2","0.2","0.2","1.888095238095238","10.111","7","0.2",""
"","","0.25","0.25","0","0.25","0.25","2.138095238095238","15.464","8","0.25",""
"","","0.25","0.25","0","0.25","0.25","2.388095238095238","13.057","9","0.25",""
"","","0.4666666666666667","0.06666666666666667","0","0","0.4666666666666667","2.854761904761905","19.764","10","0.4666666666666667",""
"","1607118786567_problem_4_1","0.2","0.2","0.2","0.2","0.2","0.2","21.324","1","0.2",""
"","","0.3","0.3","0.3","0.05","0.05","0.25","44.498","2","0.05",""
"","","0.21739130434782608","0.21739130434782608","0.13043478260869565","0.21739130434782608","0.21739130434782608","0.46739130434782605","33.585","3","0.21739130434782608",""
"","","0.25","0.25","0","0.25","0.25","0.717391304347826","20.725","4","0.25",""
"","","0.3333333333333333","0.3333333333333333","0","0.3333333333333333","0","1.0507246376811594","21.716","5","0.3333333333333333",""
"","1607118786567_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2692307692307692","0.2692307692307692","0.07692307692307693","0.19230769230769232","0.19230769230769232","0.6692307692307693","0","3","0.2692307692307692",""
"","","0.25","0.25","0","0.25","0.25","0.9192307692307693","0","4","0.25",""
"","","0.5","0.5","0","0","0","1.4192307692307693","0","5","0.5",""
"","","0.5","0.5","0","0","0","1.9192307692307693","0","6","0.5",""
"","","1","0","0","0","0","2.9192307692307695","0","7","1",""
"","1607118854103_problem_1_2","0.11764705882352941","0.23529411764705882","0.17647058823529413","0.2647058823529412","0.20588235294117646","0.23529411764705882","14.719","1","0.23529411764705882",""
"","","0.13793103448275862","0.10344827586206896","0.20689655172413793","0.3103448275862069","0.2413793103448276","0.33874239350912777","5.04","2","0.10344827586206896",""
"","","0.14285714285714285","0.10714285714285714","0.21428571428571427","0.2857142857142857","0.25","0.4458852506519849","3.829","3","0.10714285714285714",""
"","","0.12121212121212122","0.24242424242424243","0.18181818181818182","0.24242424242424243","0.21212121212121213","0.6883094930762274","6.25","4","0.24242424242424243",""
"","","0.14285714285714285","0.2857142857142857","0.21428571428571427","0.10714285714285714","0.25","0.974023778790513","6.424","5","0.2857142857142857",""
"","","0.14285714285714285","0.2857142857142857","0.21428571428571427","0.10714285714285714","0.25","1.2597380645047989","23.407","6","0.2857142857142857",""
"","","0.25","0.25","0.1875","0.09375","0.21875","1.5097380645047989","9.19","7","0.25",""
"","1607118854103_problem_3_3","0.09090909090909091","0.24242424242424243","0.18181818181818182","0.2727272727272727","0.21212121212121213","0.21212121212121213","9.969","1","0.21212121212121213",""
"","","0.2","0.12","0.24","0.16","0.28","0.4921212121212122","8.21","2","0.28",""
"","","0.16129032258064516","0.2903225806451613","0.1935483870967742","0.12903225806451613","0.22580645161290322","0.7179276637341154","9.229","3","0.22580645161290322",""
"","","0.20588235294117646","0.2647058823529412","0.17647058823529413","0.14705882352941177","0.20588235294117646","0.9238100166752918","12.49","4","0.20588235294117646",""
"","","0.06666666666666667","0.3","0.23333333333333334","0.16666666666666666","0.23333333333333334","1.1571433500086252","6.12","5","0.23333333333333334",""
"","","0.0625","0.28125","0.21875","0.21875","0.21875","1.3758933500086252","3.739","6","0.21875",""
"","","0.06896551724137931","0.13793103448275862","0.3103448275862069","0.2413793103448276","0.2413793103448276","1.6172726603534529","8.333","7","0.2413793103448276",""
"","","0.07142857142857142","0.14285714285714285","0.32142857142857145","0.21428571428571427","0.25","1.8672726603534529","4.17","8","0.25",""
"","","0.08333333333333333","0.16666666666666666","0.375","0.25","0.125","1.9922726603534529","4.23","9","0.125",""
"","1607118854103_problem_4_4","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.23333333333333334","0","1","0.23333333333333334",""
"","","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.4666666666666667","0","2","0.23333333333333334",""
"","","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.7","0","3","0.23333333333333334",""
"","","0.28125","0.1875","0.09375","0.1875","0.25","0.98125","0","4","0.28125",""
"","","0.32142857142857145","0.07142857142857142","0.10714285714285714","0.21428571428571427","0.2857142857142857","1.3026785714285714","0","5","0.32142857142857145",""
"","","0.3","0.06666666666666667","0.16666666666666666","0.2","0.26666666666666666","1.6026785714285714","0","6","0.3",""
"","","0.32142857142857145","0.07142857142857142","0.17857142857142858","0.14285714285714285","0.2857142857142857","1.9241071428571428","0","7","0.32142857142857145",""
"","","0.26666666666666666","0.06666666666666667","0.3","0.13333333333333333","0.23333333333333334","0.23333333333333334","23.563","1","0.23333333333333334",""
"","","0.26666666666666666","0.06666666666666667","0.3","0.13333333333333333","0.23333333333333334","0.4666666666666667","7.609","2","0.23333333333333334",""
"","","0.24242424242424243","0.15151515151515152","0.2727272727272727","0.12121212121212122","0.21212121212121213","0.6787878787878788","6.523","3","0.21212121212121213",""
"","","0.25806451612903225","0.16129032258064516","0.22580645161290322","0.12903225806451613","0.22580645161290322","0.9045943304007821","5.56","4","0.22580645161290322",""
"","1607118854103_tutorial","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.23333333333333334","0","1","0.23333333333333334",""
"","","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.4666666666666667","0","2","0.23333333333333334",""
"","","0.23333333333333334","0.2","0.1","0.2","0.26666666666666666","0.7","0","3","0.23333333333333334",""
"","","0.28125","0.1875","0.09375","0.1875","0.25","0.98125","0","4","0.28125",""
"","","0.32142857142857145","0.07142857142857142","0.10714285714285714","0.21428571428571427","0.2857142857142857","1.3026785714285714","0","5","0.32142857142857145",""
"","","0.3","0.06666666666666667","0.16666666666666666","0.2","0.26666666666666666","1.6026785714285714","0","6","0.3",""
"","","0.32142857142857145","0.07142857142857142","0.17857142857142858","0.14285714285714285","0.2857142857142857","1.9241071428571428","0","7","0.32142857142857145",""
"","1607120276372_problem_0_1","0.2222222222222222","0.037037037037037035","0.25925925925925924","0.25925925925925924","0.2222222222222222","0.2222222222222222","0","1","0.2222222222222222",""
"","","0.32","0.32","0.12","0.12","0.12","0.5422222222222222","0","2","0.32",""
"","","0.25925925925925924","0.25925925925925924","0.1111111111111111","0.18518518518518517","0.18518518518518517","0.8014814814814815","0","3","0.25925925925925924",""
"","","0.30434782608695654","0.30434782608695654","0.13043478260869565","0.13043478260869565","0.13043478260869565","1.105829307568438","0","4","0.30434782608695654",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","1.6352410722743205","0","5","0.5294117647058824",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","2.1646528369802027","0","6","0.5294117647058824",""
"","","1","0","0","0","0","3.1646528369802027","0","7","1",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","4.9","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","18.248","2","0.2",""
"","","0.09090909090909091","0.09090909090909091","0.09090909090909091","0.36363636363636365","0.36363636363636365","0.7636363636363637","15.943","3","0.36363636363636365",""
"","","0","0","0","0.5","0.5","1.2636363636363637","10.744","4","0.5",""
"","","0","0","0","1","0","2.2636363636363637","8.424","5","1",""
"","","0","0","0","1","0","3.2636363636363637","5.872","6","1",""
"","1607120276372_problem_1_3","0.2","0.2","0.2","0.2","0.2","0.2","9.064","1","0.2",""
"","","0","0","0.14285714285714285","0.42857142857142855","0.42857142857142855","0.6285714285714286","16.583","2","0.42857142857142855",""
"","","0","0","0.14285714285714285","0.42857142857142855","0.42857142857142855","1.0571428571428572","10.903","3","0.42857142857142855",""
"","","0","0","0.14285714285714285","0.42857142857142855","0.42857142857142855","1.4857142857142858","15.847","4","0.42857142857142855",""
"","","0","0","0.15789473684210525","0.3684210526315789","0.47368421052631576","1.8541353383458647","10.007","5","0.3684210526315789",""
"","","0","0","0.15","0.35","0.5","2.2041353383458646","6.352","6","0.35",""
"","","0","0","0","1","0","3.2041353383458646","9.4","7","1",""
"","1607120276372_problem_4_3","0.2","0.2","0.2","0.2","0.2","0.2","5.927","1","0.2",""
"","","0.25","0","0.25","0.25","0.25","0.45","17.425","2","0.25",""
"","","0.3333333333333333","0","0.3333333333333333","0","0.3333333333333333","0.7833333333333333","15.719","3","0.3333333333333333",""
"","","0","0","0","0","1","1.7833333333333332","8.904","4","1",""
"","1607120276372_tutorial","0.2222222222222222","0.037037037037037035","0.25925925925925924","0.25925925925925924","0.2222222222222222","0.2222222222222222","0","1","0.2222222222222222",""
"","","0.32","0.32","0.12","0.12","0.12","0.5422222222222222","0","2","0.32",""
"","","0.25925925925925924","0.25925925925925924","0.1111111111111111","0.18518518518518517","0.18518518518518517","0.8014814814814815","0","3","0.25925925925925924",""
"","","0.30434782608695654","0.30434782608695654","0.13043478260869565","0.13043478260869565","0.13043478260869565","1.105829307568438","0","4","0.30434782608695654",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","1.6352410722743205","0","5","0.5294117647058824",""
"","","0.5294117647058824","0.47058823529411764","0","0","0","2.1646528369802027","0","6","0.5294117647058824",""
"","","1","0","0","0","0","3.1646528369802027","0","7","1",""
"","1607120548427_problem_0_4","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2222222222222222","0.19444444444444445","0.2222222222222222","0.16666666666666666","0.19444444444444445","1.422222222222222","0","7","0.2222222222222222",""
"","","0.2","0.2","0.2","0.2","0.2","0.2","4.976","1","0.2",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.3851851851851852","13.374","2","0.18518518518518517",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.5703703703703704","5.008","3","0.18518518518518517",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.7555555555555555","5.696","4","0.18518518518518517",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","0.9407407407407407","4.33","5","0.18518518518518517",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","1.1259259259259258","4.444","6","0.18518518518518517",""
"","","0.18518518518518517","0.18518518518518517","0.25925925925925924","0.18518518518518517","0.18518518518518517","1.311111111111111","4.85","7","0.18518518518518517",""
"","","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.16666666666666666","1.6444444444444442","10.168","8","0.3333333333333333",""
"","1607120548427_problem_2_3","0.2","0.2","0.2","0.2","0.2","0.2","7.417","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","5.056","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","5.206","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","3.562","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","3.002","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","3.382","6","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.4","5.545","7","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.5999999999999999","4.647","8","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.7999999999999998","4.888","9","0.2",""
"","","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.16666666666666666","2.1333333333333333","12.744","10","0.3333333333333333",""
"","1607120548427_problem_3_1","0.2","0.2","0.2","0.2","0.2","0.2","4.268","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","30.164","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","1.461","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","4.449","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","4.778","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","4.751","6","0.2",""
"","1607120548427_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","0","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","0","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","0","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","0","5","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1.2","0","6","0.2",""
"","","0.2222222222222222","0.19444444444444445","0.2222222222222222","0.16666666666666666","0.19444444444444445","1.422222222222222","0","7","0.2222222222222222",""
"","1607120613621_problem_0_3","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.3333333333333333","0.14285714285714285","0.09523809523809523","0.23809523809523808","0.19047619047619047","0.5333333333333333","0","2","0.3333333333333333",""
"","","0.4444444444444444","0.3888888888888889","0.05555555555555555","0","0.1111111111111111","0.9777777777777777","0","3","0.4444444444444444",""
"","","0.38095238095238093","0.3333333333333333","0.14285714285714285","0.09523809523809523","0.047619047619047616","1.3587301587301588","0","4","0.38095238095238093",""
"","","0.45","0.4","0","0.05","0.1","1.8087301587301587","0","5","0.45",""
"","","0.9090909090909091","0.09090909090909091","0","0","0","2.7178210678210677","0","6","0.9090909090909091",""
"","","1","0","0","0","0","3.7178210678210677","0","7","1",""
"","","0.2222222222222222","0.3333333333333333","0.1111111111111111","0.2222222222222222","0.1111111111111111","0.1111111111111111","15.239","1","0.1111111111111111",""
"","","0.15","0.45","0.05","0.2","0.15","0.1611111111111111","27.175","2","0.05",""
"","","0.047619047619047616","0.23809523809523808","0.3333333333333333","0.14285714285714285","0.23809523809523808","0.4944444444444444","17.688","3","0.3333333333333333",""
"","","0.058823529411764705","0.11764705882352941","0.5294117647058824","0.11764705882352941","0.17647058823529413","1.0238562091503267","24.623","4","0.5294117647058824",""
"","","0","0","0.5555555555555556","0.05555555555555555","0.3888888888888889","1.5794117647058823","20.05","5","0.5555555555555556",""
"","1607120613621_problem_2_2","0.15384615384615385","0.23076923076923078","0.38461538461538464","0.07692307692307693","0.15384615384615385","0.15384615384615385","18.168","1","0.15384615384615385",""
"","","0.15384615384615385","0.07692307692307693","0.38461538461538464","0.15384615384615385","0.23076923076923078","0.38461538461538464","22.353","2","0.23076923076923078",""
"","","0.2857142857142857","0.42857142857142855","0.2857142857142857","0","0","0.38461538461538464","16.399","3","0",""
"","","0.08","0.16","0.36","0.28","0.12","0.5046153846153847","15.064","4","0.12",""
"","","0.11538461538461539","0.15384615384615385","0.34615384615384615","0.15384615384615385","0.23076923076923078","0.7353846153846155","11.271","5","0.23076923076923078",""
"","","0.08333333333333333","0.16666666666666666","0.4166666666666667","0.25","0.08333333333333333","0.8187179487179489","15.921","6","0.08333333333333333",""
"","","0.14285714285714285","0.21428571428571427","0.42857142857142855","0.21428571428571427","0","0.8187179487179489","15.434","7","0",""
"","","0","0","0","0.5555555555555556","0.4444444444444444","1.2631623931623932","11.879","8","0.4444444444444444",""
"","","0","0","0","0.5263157894736842","0.47368421052631576","1.736846603688709","4.647","9","0.47368421052631576",""
"","","0","0","0","0","1","2.7368466036887087","6.128","10","1",""
"","1607120613621_problem_4_1","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.2857142857142857","0.14285714285714285","0.2857142857142857","14.367","1","0.2857142857142857",""
"","","0.0625","0.3125","0.25","0.3125","0.0625","0.5982142857142857","16.664","2","0.3125",""
"","","0.11764705882352941","0.17647058823529413","0.5294117647058824","0.058823529411764705","0.11764705882352941","0.6570378151260504","13.896","3","0.058823529411764705",""
"","","0","0","0","0.47368421052631576","0.5263157894736842","1.1307220256523662","12.392","4","0.47368421052631576",""
"","","0","0.043478260869565216","0.13043478260869565","0.43478260869565216","0.391304347826087","1.5655046343480183","20.6","5","0.43478260869565216",""
"","1607120613621_tutorial","0.2","0.2","0.2","0.2","0.2","0.2","0","1","0.2",""
"","","0.3333333333333333","0.14285714285714285","0.09523809523809523","0.23809523809523808","0.19047619047619047","0.5333333333333333","0","2","0.3333333333333333",""
"","","0.4444444444444444","0.3888888888888889","0.05555555555555555","0","0.1111111111111111","0.9777777777777777","0","3","0.4444444444444444",""
"","","0.38095238095238093","0.3333333333333333","0.14285714285714285","0.09523809523809523","0.047619047619047616","1.3587301587301588","0","4","0.38095238095238093",""
"","","0.45","0.4","0","0.05","0.1","1.8087301587301587","0","5","0.45",""
"","","0.9090909090909091","0.09090909090909091","0","0","0","2.7178210678210677","0","6","0.9090909090909091",""
"","","1","0","0","0","0","3.7178210678210677","0","7","1",""
"","1607121165107_problem_1_1","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","0.22857142857142856","0","1","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","0.45714285714285713","0","2","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","0.6857142857142857","0","3","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","0.9142857142857143","0","4","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","1.1428571428571428","0","5","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","1.3714285714285714","0","6","0.22857142857142856",""
"","","0.22857142857142856","0.05714285714285714","0.22857142857142856","0.2571428571428571","0.22857142857142856","1.6","0","7","0.22857142857142856",""
"","","0.23684210526315788","0.07894736842105263","0.23684210526315788","0.23684210526315788","0.21052631578947367","0.23684210526315788","14.784","1","0.23684210526315788",""
"","","0.23684210526315788","0.07894736842105263","0.23684210526315788","0.23684210526315788","0.21052631578947367","0.47368421052631576","4.135","2","0.23684210526315788",""
"","","0.23684210526315788","0.07894736842105263","0.23684210526315788","0.23684210526315788","0.21052631578947367","0.7105263157894737","5.647","3","0.23684210526315788",""
"","","0.21428571428571427","0.16666666666666666","0.21428571428571427","0.21428571428571427","0.19047619047619047","0.924812030075188","11.912","4","0.21428571428571427",""
"","","0.21428571428571427","0.16666666666666666","0.21428571428571427","0.21428571428571427","0.19047619047619047","1.1390977443609023","5.517","5","0.21428571428571427",""
"","","0.21428571428571427","0.16666666666666666","0.21428571428571427","0.21428571428571427","0.19047619047619047","1.3533834586466165","4.992","6","0.21428571428571427",""
"","","0.21428571428571427","0.16666666666666666","0.21428571428571427","0.21428571428571427","0.19047619047619047","1.5676691729323307","7.768","7","0.21428571428571427",""
"","1607121165107_problem_2_1","0.2","0.2","0.2","0.2","0.2","0.2","7.774","1","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.4","10.263","2","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.6000000000000001","4.303","3","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","0.8","4.631","4","0.2",""
"","","0.2","0.2","0.2","0.2","0.2","1","5.8","5","0.2",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.1428571428571428","15.022","6","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.2857142857142856","4.91","7","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.4285714285714284","4.488","8","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.5714285714285712","4.607","9","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.714285714285714","4.52","10","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.8571428571428568","4.247","11","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","1.9999999999999996","3.751","12","0.14285714285714285",""
"","","0.21428571428571427","0.14285714285714285","0.21428571428571427","0.21428571428571427","0.21428571428571427","2.1428571428571423","4.848","13","0.14285714285714285",""
"","1607121165107_problem_3_4","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","9.127","1","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.37209302325581395","1.232","2","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.5581395348837209","0.271","3","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.7441860465116279","0.201","4","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.9302325581395349","0.215","5","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","1.1162790697674418","0.209","6","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","1.302325581395349","1.959","7","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","1.4883720930232558","1.528","8","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","1.6744186046511627","1.431","9","0.18604651162790697",""
"","","0.20930232558139536","0.18604651162790697","0.20930232558139536","0.18604651162790697","0.20930232558139536","1.8604651162790695","2.088","10","0.18604651162790697",""
